Company Name,Job Title,Job Description,Minimum Qualification,Location,Total Experience,Key Skills,Salary/Wage Type,Nature of Job,Salary,Number of Openings,Search Keyword
Apna (On behalf of Terrace Garden India)Click here for more details,Business Development Executive (BDE),"At Terrace Garden India, we are passionate about transforming urban spaces into green, productive, and sustainable environments. We specialize in terrace garden setups, organic farming solutions, vertical gardens, and eco-friendly gardening products. As we expand our mission to make every rooftop green, we are looking for a dynamic and motivated Business Development Manager to join our growing team.
Role Overview:We are looking for a strategic and results-oriented Business Development Manager who will be responsible for driving revenue growth, building strong client relationships, and expanding our market presence. You will play a key role in identifying new business opportunities, developing partnerships, and executing initiatives that align with the companys growth vision.
Key Responsibilities:Identify and pursue new business opportunities in both B2B and B2C segments (residential societies, corporates, architects, builders, schools, etc.).
Develop and maintain a strong pipeline of prospective clients through networking, events, partnerships, and inbound/outbound channels.
Meet with clients to understand their requirements and present tailored gardening and sustainability solutions.
Collaborate with marketing and technical teams to develop customized proposals and presentations.
Drive partnerships with housing societies, real estate developers, and institutions for bulk or long-term projects.
Prepare sales reports, forecasts, and performance analyses.
Represent Terrace Garden India at trade shows, community events, and sustainability forums.
Monitor industry trends, competitor activity, and market feedback to refine strategies.
Requirements:Bachelors degree in Business, Marketing, Agriculture, Environmental Science, or related field. MBA is a plus.
36 years of proven experience in business development, preferably in green solutions, landscaping, sustainability, or lifestyle products/services.
Strong communication, presentation, and negotiation skills.
Passion for",Apna (On behalf of Terrace Garden India)Click here for more details,"CentralDistrict: Central, State: Delhi",1 - 31,"B2B Sales, B2C Sales",Monthly,Full Time,18000 - 35000,1,gardening
Apna (On behalf of Rajasthan Gujarat Transport Co.)Click here for more details,House cleaner,"Saaf-safai, bartan, dusting aur office ke saare kaam aane chahiye  Safai aur hisaab se kaam karne ke liye koi chahiye. Rehna aur khaana sab hum denge",Apna (On behalf of Rajasthan Gujarat Transport Co.)Click here for more details,"FaridabadDistrict: Faridabad, State: Haryana",0 - 31,"sweeping, DUSTING, vacuuming, Mopping, Gardening, Cleaning cloths, Bedroom cleaning, Cleaning bedroom",Monthly,Full Time,9000 - 12000,1,gardening
Apna (On behalf of Rajasthan Gujarat Transport Co.)Click here for more details,House cleaner,"Saaf-safai, bartan, dusting aur office ke saare kaam aane chahiye  Safai aur hisaab se kaam karne ke liye koi chahiye. Rehna aur khaana sab hum denge",Apna (On behalf of Rajasthan Gujarat Transport Co.)Click here for more details,"FaridabadDistrict: Faridabad, State: Haryana",0 - 31,"sweeping, DUSTING, vacuuming, Mopping, Gardening, Cleaning cloths, Bedroom cleaning, Cleaning bedroom",Monthly,Full Time,9000 - 12000,1,gardening
Apna (On behalf of SP Technomac)Click here for more details,Service Technician,"Repair of Gardening, Housekeeping, Agriculture, Forestry machines
repair at both onsite and in the shop
machine and material delivery at customer location
machine demonstration",Apna (On behalf of SP Technomac)Click here for more details,"PuneDistrict: Pune, State: Maharashtra",0 - 31,Service & Repair,Monthly,Full Time,12000 - 15000,1,gardening
Apna (On behalf of Narne Hotels And Resorts Private Limited)Click here for more details,Structural Design Engineer,"About the RoleWe are building a 5-star luxury hotel in the lush hills of Madikeri, and we're looking for a creative, technically sound Structural Engineer who also understands vertical gardening, green walls, and irrigation systems.
This is not your average structural rolethis position combines engineering expertise with a deep appreciation for landscape architecture, sustainability, and biophilic design.
Youll lead the design and execution of a 20-meter-tall vertical garden wall, ensuring it is structurally sound, plant-ready, and sustainable in long-term use. From steel framework and wind load analysis to soil retention systems and drip irrigationyoull bring this living wall to life.

Key Responsibilities: 
Design and detail structural systems to support large-scale vertical gardens and green faades (up to 20m high).
Ensure load-bearing capacity, wind resistance, soil retention, and plant support systems meet structural standards and long-term durability.
Integrate irrigation and drainage systems into the structureensure efficient water flow, nutrient delivery, and runoff management.
Collaborate with architects, landscape designers, horticulturists, and MEP consultants for end-to-end coordination.
Prepare detailed structural drawings, BOQs, and specifications for tender and execution.
Oversee site-level implementation of framework erection, waterproofing, and planting preparation.
Evaluate sustainable materials and recommend structural systems suited for living wall applications.
Monitor structure post-installation for performance, stability, and irrigation efficiency.
Skills & QualificationsBachelors or Masters Degree in Civil/Structural Engineering
510 years experience in structural design and execution of landscape-related works
Experience with green wall systems, vertical gardens, or landscape structures (preferred)
Working knowledge of irrigation systems (drip, hydroponic, gravity-fed) and their integration into hard structures
Proficiency in software such a",Apna (On behalf of Narne Hotels And Resorts Private Limited)Click here for more details,"KodaguDistrict: Kodagu, State: Karnataka",3 - 31,Construction Engineering,Monthly,Full Time,50000 - 80000,1,gardening
Apna (On behalf of Eagleton Facility Management)Click here for more details,Field Officer,"Job Title:Facility Services Field Officer (with Pest Control & Gardening Expertise)
Company:Eagleton Facility Management Services Pvt. Ltd.
Location: Bangalore
Job Type: Full-time
Salary: 30,000  34,000 per month (depending on experience)
Joining: Immediate preferred
Roles & Responsibilities:

Primary Role  Facility Services Field Officer
Manage and monitor day-to-day facility services at client locations (housekeeping, upkeep, basic maintenance).
Conduct regular site visits to ensure quality and compliance with company standards.
Handle staff attendance checks, deployment verification, and on-site supervision.
Coordinate with clients and internal teams for smooth service delivery.

Additional Responsibilities:
Pest Control Services: Oversee pest control schedules, chemical usage compliance, and vendor coordination.
Gardening & Landscaping: Monitor gardening staff, plant care, irrigation systems, and ensure green area maintenance.
Basic Maintenance Monitoring: Check for minor civil/electrical/plumbing issues and escalate to relevant vendors.
Ensure timely submission of reports (site audit, attendance, maintenance updates).
Handle emergency situations and resolve client complaints promptly.
Key Skills Required: Experience in Facility Management Operations (preferably 25 years).
Knowledge of pest control techniques, gardening, and maintenance processes.
Good communication skills in broken Kannada, Hindi, and broken English.
Ability to travel locally for multiple site visits daily.
Basic knowledge of reporting tools (WhatsApp, Excel, Google Sheets).
Other Details: Two-wheeler mandatory with valid driving license.
Mobile allowance and travel reimbursement will be provided.
Performance-based incentives applicable.

 How to Apply:
Apply on Apna app or call at 9686911831 for immediate scheduling.",Apna (On behalf of Eagleton Facility Management)Click here for more details,"BangaloreDistrict: Bangalore, State: Karnataka",0 - 31,N/A,Monthly,Full Time,N/A,1,gardening
Apna (On behalf of Lucky Backers)Click here for more details,Fast Food Cook,Looking for candidates for Fast Food Cook,Apna (On behalf of Lucky Backers)Click here for more details,"AshoknagarDistrict: Ashoknagar, State: Madhya Pradesh",1 - 31,"chinese cuisine, Fast Food Cuisine, South Indian Cuisine",Monthly,Full Time,15000 - 20000,1,cook
Apna (On behalf of Sri Annapoorneshwari Enterprises)Click here for more details,Kitchen Helper,Looking for candidates for Kitchen Helper,Apna (On behalf of Sri Annapoorneshwari Enterprises)Click here for more details,"BangaloreDistrict: Bangalore, State: Karnataka",0 - 31,Cook / Chef / Kitchen Help,Monthly,Full Time,14000 - 15000,1,cook
Apna (On behalf of Crispy Haven)Click here for more details,Cook,"1. Cooking Skills
These are the core food preparation and taste-related abilities.
 Expert in Multiple Cuisines
 (North Indian, Punjabi Thali, Gujarati Thali, South Indian Thali, Chinese, Tandoori  esp. Kung Pao & Teriyaki)
 Can Cook Healthy Food
 (No Maida, No Artificial Color)
 Consistency in Taste & Quality
 Cooks with Speed and Efficiency
 Passionate About Cooking
 Willing to Learn New Recipes and Styles
 Can Give New and Creative Ideas
 Prior Experience
 (Hotels, Restaurants, Food Stalls, Catering)


 2. Hygiene & Cleanliness
Clean cooking is safe cooking.
 Maintains Personal & Kitchen Hygiene
 Keeps Workstation, Utensils, and Storage Clean


 3. Work Discipline & Responsibility
Basic habits that show dedication.
 Punctual and Regular
 Plans and Prepares Meals in Advance
 Can Handle Rush Hours and Big Orders on Time
 Tracks Groceries and Alerts for Refill
 Uses Ingredients Wisely, Avoids Waste
 Understands How to Save Cost When Cooking
 Takes Responsibility for Work and Food Quality


 4. Teamwork & Communication
How well they work with others in the kitchen.
 Co-operates with Team and Staff
 Can Talk Clearly with Helpers, Managers
 Open to Feedback and Ready to Improve
 Reports Problems or Shortage in Time
 Flexible and Adjusts When Needed


 5. Behaviour & Attitude
Personal values and conduct.
 Behaves Well and Stays Respectful
 (With Owners, Co-workers, and Customers)
 Honest, Disciplined, and Trustworthy",Apna (On behalf of Crispy Haven)Click here for more details,"BaudhDistrict: Baudh, State: Odisha",10 - 31,"North Indian cuisine , chinese cuisine, South Indian Cuisine, Gujarati Cuisine",Monthly,Full Time,20000 - 25000,1,cook
Apna (On behalf of The Brew Moon Cafe)Click here for more details,Continental Cook,"Continental Cook - Minimum 3 - 4 years experience. Must be able to make various types of Breakfast, Pastas, Pizzas, Steak's and Main Course items",Apna (On behalf of The Brew Moon Cafe)Click here for more details,"BangaloreDistrict: Bangalore, State: Karnataka",2 - 31,"Continental, Cuisine - Continental",Monthly,Full Time,20000 - 24000,1,cook
